21ur-10657,6,male (score: -7)
21ur-10658,1,not enriched (score: -1)
21ur-10659,5,male (score: -3)
21ur-1066,n.d.,not enriched (score: 2)
21ur-10660,6,n.d.
21ur-10662,2,not enriched (score: -2)
21ur-10663,n.d.,not enriched (score: 0)
21ur-10664,12,not enriched (score: -1)
21ur-10665,n.d.,male (score: -3)
21ur-10666,n.d.,male (score: -5)
21ur-10667,6,female (score: 3)
21ur-10668,0,female (score: 4)
21ur-10669,0,not enriched (score: -2)
21ur-1067,13,male (score: -9)
21ur-10670,0,n.d.
21ur-10671,4,male (score: -7)
21ur-10672,2,male (score: -5)
21ur-10673,1,male (score: -4)
21ur-10674,1,male (score: -7)
21ur-10675,n.d.,not enriched (score: -2)
21ur-10676,10,male (score: -6)
21ur-10677,5,female (score: 12)
21ur-10678,15,female (score: 8)
21ur-10679,n.d.,not enriched (score: -2)
21ur-1068,143,male (score: -12)
21ur-10680,1,n.d.
21ur-10681,2,male (score: -4)
21ur-10682,24,male (score: -9)
21ur-10684,2,male (score: -7)
21ur-10685,27,male (score: -6)
21ur-10686,38,female (score: 8)
21ur-10688,1,male (score: -3)
21ur-10689,n.d.,not enriched (score: -1)
21ur-1069,108,female (score: 7)
21ur-10690,2,male (score: -8)
21ur-10691,2,not enriched (score: 0)
21ur-10692,8,male (score: -5)
21ur-10693,n.d.,male (score: -3)
21ur-10694,10,not enriched (score: 2)
21ur-10695,1,not enriched (score: -1)
21ur-10696,11,not enriched (score: 2)
21ur-10697,0,male (score: -5)
21ur-10698,1,not enriched (score: -2)
21ur-10699,n.d.,male (score: -3)
21ur-107,297,male (score: -4)
21ur-1070,11,male (score: -13)
21ur-10700,19,male (score: -5)
21ur-10701,4,male (score: -5)
21ur-10703,2,male (score: -3)
21ur-10704,0,n.d.
21ur-10705,1,female (score: 6)
21ur-10706,4,male (score: -9)
21ur-10707,n.d.,female (score: 7)
21ur-10709,5,female (score: 3)
21ur-1071,74,male (score: -15)
21ur-10710,3,not enriched (score: -1)
21ur-10711,16,male (score: -11)
21ur-10712,39,not enriched (score: -2)
21ur-10713,2,not enriched (score: 0)
21ur-10714,2,n.d.
21ur-10715,n.d.,not enriched (score: -1)
21ur-10716,4,male (score: -5)
21ur-10717,4,male (score: -8)
21ur-10718,2,female (score: 8)
21ur-10719,2,male (score: -7)
21ur-1072,135,male (score: -16)
21ur-10720,n.d.,female (score: 9)
21ur-10721,12,male (score: -14)
21ur-10722,4,male (score: -4)
